KREIS	Gemeinde	Anlage	Inbetriebnahme	Leistung	Nabenhöhe	Rotordurchmesser	Ostwert	Nordwert	Status
Ostholstein	Beschendorf	0001 - 1 WKA Enercon E 70 E 4 - 2,3 MW	2012	2300 kW Nennleist. Rotor.	64	71	32623283	6006609	in Betrieb
Ostholstein	Bosau	0001 - Errichtung von 1 WKA Enercon E115		3000 kW Nennleist. Rotor.	135,4	115	32597932	5995553	im Gen.Verf.
Ostholstein	Bosau	0002 - Errichtung von 1 WKA Enercon E115		3000 kW Nennleist. Rotor.	135,4	115	32598465	5995572	im Gen.Verf.
Ostholstein	Bosau	0002 - 2. WKA Gamesa G-128		5000 kW Nennleist. Rotor.	120	128	32598253	5995062	im Gen.Verf.
Ostholstein	Bosau	0003 - 3. WKA Gamesa G-128		5000 kW Nennleist. Rotor.	120	128	32598676	5995095	im Gen.Verf.
Ostholstein	Bosau	0001 - 1. WKA Gamesa G-128		5000 kW Nennleist. Rotor.	120	128	32597907	5995149	im Gen.Verf.
Ostholstein	Dahme	0001 - WKA - Vestas V 90 - 3 MW		3000 kW Nennleist. Rotor.			32655134	6019481	im Gen.Verf.
Ostholstein	Damlos	0003 - 1 WKA Südwind S 70 - 1,5 MW	2001	1500 kW Nennleist. Rotor.	65	70	32623716	6011267	in Betrieb
Ostholstein	Damlos	0002 - 1 WKA Südwind S 70 - 1,5 MW	2002	1500 kW Nennleist. Rotor.	65	70	32624297	6011384	in Betrieb
Ostholstein	Damlos	0001 - 1 WKA Südwind S 70 - 1,5 MW	2001	1500 kW Nennleist. Rotor.	65	70	32624037	6011229	in Betrieb
Ostholstein	Damlos	0001 - 1 WKA Enercon E 82 -  2,3 MW	2013	2300 kW Nennleist. Rotor.	108,5	82	32623845	6011005	in Betrieb
Ostholstein	Damlos	0001 - 1 WKA Enercon E 82 E 2/E 3 TES - 2,3 MW 	2013	2300 kW Nennleist. Rotor.	108,5	82	32624437	6011230	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA Vensys 77		1500 kW Nennleist. Rotor.	61,5	77	32629808	6015725	im Gen.Verf.
Ostholstein	Göhl	0003 - 1 WKA - NEC Micon NM 64 c - 1,5 MW	2003	1500 kW Nennleist. Rotor.	68	64	32631109	6015692	in Betrieb
Ostholstein	Göhl	0002 - 1 WKA - NEC Micon NM 64 c - 1,5 MW	2003	1500 kW Nennleist. Rotor.	68	64	32630662	6015696	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA - NEC Micon NM 64 c - 1,5 MW	2003	1500 kW Nennleist. Rotor.	68	64	32630213	6015699	in Betrieb
Ostholstein	Göhl	0006 - 1 WKA Vestas V 66 - 1,65 MW	2000	1650 kW Nennleist. Rotor.	67	66	32630831	6016217	in Betrieb
Ostholstein	Göhl	0003 - 1 WKA Vestas V 66 - 1,65 MW	2000	1650 kW Nennleist. Rotor.	67	66	32630434	6015927	in Betrieb
Ostholstein	Göhl	0002 - 1 WKA Vestas V 66 - 1,65 MW	2000	1650 kW Nennleist. Rotor.	67	66	32630102	6016025	in Betrieb
Ostholstein	Göhl	0005 - 1 WKA Vestas V 66 - 1,65 MW	2000	1650 kW Nennleist. Rotor.	67	66	32630569	6016335	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA Vestas V 66 - 1,65 MW	2000	1650 kW Nennleist. Rotor.	67	66	32629754	6016097	in Betrieb
Ostholstein	Göhl	0004 - 1 WKA Vestas V 66 - 1,65 MW	2000	1650 kW Nennleist. Rotor.	67	66	32630313	6016467	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA NEG Micon NTK 1500/64 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	68	64	32629765	6015696	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA Enercon E 70 E 4 - 2,3  MW	2007	2300 kW Nennleist. Rotor.	64	71	32630892	6015958	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA Enercon E 70 E 4 - 2 MW	2007	2000 kW Nennleist. Rotor.	64	71	32629477	6015597	in Betrieb
Ostholstein	Göhl	0006 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627448	6018756	in Betrieb
Ostholstein	Göhl	0004 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627131	6018224	in Betrieb
Ostholstein	Göhl	0008 - 1 WKA - Enercon E 70-E 4 - 2,3 MW	2009	2300 kW Nennleist. Rotor.	64	71	32626930	6019180	in Betrieb
Ostholstein	Göhl	0007 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627474	6018349	in Betrieb
Ostholstein	Göhl	0005 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627463	6018767	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627043	6018937	in Betrieb
Ostholstein	Göhl	0003 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627056	6018414	in Betrieb
Ostholstein	Göhl	0002 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627097	6018616	in Betrieb
Ostholstein	Göhl	0001 - 1 WKA Enercon E 70 E 4 - 2,3 MW	2012	2300 kW Nennleist. Rotor.	64	71	32629303	6016596	in Betrieb
Ostholstein	Göhl	0003 - 1 WKA Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	80	100	32630439	6015326	im Gen.Verf.
Ostholstein	Göhl	0004 - 1 WKA Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	80	100	32630741	6015423	im Gen.Verf.
Ostholstein	Göhl	0005 - 1 WKA Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	80	100	32631057	6015395	im Gen.Verf.
Ostholstein	Göhl	0001 - 1 WKA Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	80	100	32629796	6015353	im Gen.Verf.
Ostholstein	Göhl	0002 - 1 WKA Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	80	100	32630120	6015338	im Gen.Verf.
Ostholstein	Gremersdorf	0001 - 1 WKA - SWT 2 MW/76 - 2,0 MW	2002	2000 kW Nennleist. Rotor.	60	76	32628252	6021394	in Betrieb
Ostholstein	Gremersdorf	0002 - 1 WKA - SWT 1,3 MW/62	2001	1300 kW Nennleist. Rotor.	68	62	32627963	6021337	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA - SWT 1,3 MW/62 	2001	1300 kW Nennleist. Rotor.	68	62	32627956	6021879	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA - SWT 1,3 MW/62	2000	1300 kW Nennleist. Rotor.	68	62	32627892	6022074	in Betrieb
Ostholstein	Gremersdorf	0002 - 1 WKA - SWT 1,3 MW/62	2000	1300 kW Nennleist. Rotor.	68	62	32628020	6021678	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA  SWT 1,3 MW/62	2003	1300 kW Nennleist. Rotor.	68	62	32627734	6021530	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA Vestas V 45 - 600 kW	1995	600 kW Nennleist. Rotor.	53	42	32623866	6020517	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA Enercon E 40 - 600 kW	1996	600 kW Nennleist. Rotor.	65	40	32621897	6021984	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA - SWT 1,3 MW/62 	2002	1300 kW Nennleist. Rotor.	68	62	32627657	6021971	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA REpower MD 77 - 1,5 MW	2007	1500 kW Nennleist. Rotor.	61,5	77	32628900	6022719	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA Enercon E 66/18.70 - 1,8 MW	2002	1800 kW Nennleist. Rotor.	65	70	32627414	6019066	in Betrieb
Ostholstein	Gremersdorf	0003 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32628992	6023323	in Betrieb
Ostholstein	Gremersdorf	0009 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32629918	6023173	in Betrieb
Ostholstein	Gremersdorf	0008 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32629486	6023526	in Betrieb
Ostholstein	Gremersdorf	0007 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32629454	6023218	in Betrieb
Ostholstein	Gremersdorf	0006 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32629446	6022948	in Betrieb
Ostholstein	Gremersdorf	0005 - 1 WKA Enercon E 70 E 4 - 2,3 MW	2018	2300 kW Nennleist. Rotor.	64	71	32629255	6022751	in Betrieb
Ostholstein	Gremersdorf	0004 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32628995	6023032	in Betrieb
Ostholstein	Gremersdorf	0002 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32629096	6023577	in Betrieb
Ostholstein	Gremersdorf	0001 - 1 WKA Enercon E 101 TES - 3,05 MW	2018	3050 kW Nennleist. Rotor.	99	101	32629169	6023943	in Betrieb
Ostholstein	Grömitz	0002 - 1 WKA Enercon E 66/15.66 - 1,5 MW	1999	1500 kW Nennleist. Rotor.	85	66	32625335	6001908	in Betrieb
Ostholstein	Grömitz	0011 - 1 WKA Enercon E-126 (K18)		3500 kW Nennleist. Rotor.	86	126	32625747	6001907	im Gen.Verf.
Ostholstein	Grömitz	0010 - 1 WKA Enercon E-126 (K17)		3500 kW Nennleist. Rotor.	86	126	32625533	6001676	im Gen.Verf.
Ostholstein	Grömitz	0009 - 1 WKA Enercon E-126 (K16)		3500 kW Nennleist. Rotor.	86	126	32625224	6001583	im Gen.Verf.
Ostholstein	Grömitz	0004 - 1 WKA Enercon E 40/6.44 - 600 kW	2002	600 kW Nennleist. Rotor.	78	44	32625253	6001599	in Betrieb
Ostholstein	Grömitz	0001 - 1 WKA Enercon E 66/15.66 - 1,5 MW	1998	1500 kW Nennleist. Rotor.	85	66	32625009	6001582	in Betrieb
Ostholstein	Grömitz	0003 - 1 WKA Enercon E 66/15.66 - 1,5 MW	1999	1500 kW Nennleist. Rotor.	85	66	32625448	6001567	in Betrieb
Ostholstein	Grömitz	0005 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32627036	6009390	in Betrieb
Ostholstein	Grömitz	0001 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32626955	6009775	in Betrieb
Ostholstein	Grömitz	0003 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32627526	6009557	in Betrieb
Ostholstein	Grömitz	0002 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32627240	6009667	in Betrieb
Ostholstein	Grömitz	0004 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32626826	6009569	in Betrieb
Ostholstein	Grömitz	0001 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32625825	6008222	in Betrieb
Ostholstein	Grömitz	0005 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1240 kW Nennleist. Rotor.	65	70	32626376	6007890	in Betrieb
Ostholstein	Grömitz	0002 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32626143	6008215	in Betrieb
Ostholstein	Grömitz	0003 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1240 kW Nennleist. Rotor.	65	70	32626490	6008168	in Betrieb
Ostholstein	Grömitz	0004 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1240 kW Nennleist. Rotor.	65	70	32626071	6008022	in Betrieb
Ostholstein	Grömitz	0001 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1240 kW Nennleist. Rotor.	65	70	32628437	6008422	in Betrieb
Ostholstein	Grömitz	0002 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1240 kW Nennleist. Rotor.	65	70	32628859	6008456	in Betrieb
Ostholstein	Grömitz	0003 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1240 kW Nennleist. Rotor.	65	70	32628720	6008095	in Betrieb
Ostholstein	Grömitz	0004 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1240 kW Nennleist. Rotor.	65	70	32629005	6008253	in Betrieb
Ostholstein	Grömitz	0004 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	65	70	32627480	6007592	in Betrieb
Ostholstein	Grömitz	0002 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	65	70	32627284	6007351	in Betrieb
Ostholstein	Grömitz	0003 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	65	70	32627400	6007114	in Betrieb
Ostholstein	Grömitz	0001 - 1 WKA Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32627378	6009193	in Betrieb
Ostholstein	Grömitz	0002 - 1 WKA Enercon E-115 - 3 MW	2018	3000 kW Nennleist. Rotor.	92	115	32625474	6001301	in Betrieb
Ostholstein	Heiligenhafen	0004 - 1 WKA REpower 3.2M114 - 3,2 MW		3200 kW Nennleist. Rotor.	93	114	32629746	6024812	im Gen.Verf.
Ostholstein	Heiligenhafen	0001 - 1 WKA REpower 3.2M114 - 3,2 MW		3200 kW Nennleist. Rotor.	93	114	32628641	6024816	im Gen.Verf.
Ostholstein	Heiligenhafen	0002 - 1 WKA REpower 3.2M114 - 3,2 MW		3200 kW Nennleist. Rotor.	93	114	32629000	6024503	im Gen.Verf.
Ostholstein	Heiligenhafen	0003 - 1 WKA REpower 3.2M114 - 3,2 MW		3200 kW Nennleist. Rotor.	93	114	32629507	6024567	im Gen.Verf.
Ostholstein	Heringsdorf	0001 - 1 WKA - Vestas V 47 - 660 kW	2000	660 kW Nennleist. Rotor.	60	47	32630752	6016746	in Betrieb
Ostholstein	Heringsdorf	0002 - 1 WKA - Vestas V 47 - 660 kW	2000	660 kW Nennleist. Rotor.	60	47	32630722	6017068	in Betrieb
Ostholstein	Heringsdorf	0003 - 1 WKA - Vestas V 47 - 660 kW	2000	660 kW Nennleist. Rotor.	60	47	32630301	6016705	in Betrieb
Ostholstein	Heringsdorf	0004 - 1 WKA - Vestas V 47 - 660 kW	2000	660 kW Nennleist. Rotor.	60	47	32630327	6017022	in Betrieb
Ostholstein	Heringsdorf	0001 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32632077	6017589	in Betrieb
Ostholstein	Heringsdorf	0004 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32632071	6018027	in Betrieb
Ostholstein	Heringsdorf	0002 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32631872	6017783	in Betrieb
Ostholstein	Heringsdorf	0003 - 1 WKA - Enercon E 66/18.70 - 1,8 MW	2001	1800 kW Nennleist. Rotor.	65	70	32632293	6017849	in Betrieb
Ostholstein	Heringsdorf	0001 - 1 WKA Enercon E 70 E 4 - 2,3 MW	2013	2300 kW Nennleist. Rotor.	64	71	32628602	6018283	in Betrieb
Ostholstein	Heringsdorf	0003 - 1 WKA Enercon E 70 E 4 - 2,3 MW	2013	2300 kW Nennleist. Rotor.	64	71	32628803	6018086	in Betrieb
Ostholstein	Heringsdorf	0002 - 1 WKA Enercon E 70 E 4 - 2,3 MW	2013	2300 kW Nennleist. Rotor.	64	71	32628869	6018345	in Betrieb
Ostholstein	Kabelhorst	0001 - 1 WKA NEG Micon NM 1500 C/64 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	68	64	32626302	6011113	in Betrieb
Ostholstein	Kabelhorst	0001 - 1 WKA NEG Micon NM 1500 C/64 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	68	64	32626604	6010013	in Betrieb
Ostholstein	Kabelhorst	0001 - 1 WKA NEG Micon NM 1500 C/64 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	68	64	32626529	6010964	in Betrieb
Ostholstein	Kabelhorst	0001 - 1 WKA NEG Micon NM 1500 C/64 - 1,5 MW	2000	1500 kW Nennleist. Rotor.	68	64	32626633	6010323	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA Enercon E 66/18.70 - 1,8 MW	2002	1800 kW Nennleist. Rotor.	65	70	32624602	6009714	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA Enercon E 66/15.66 - 1,5 MW	2001	1500 kW Nennleist. Rotor.	85	66	32624385	6010372	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA Enercon E-40/6.44 - 600 kW	1998	600 kW Nennleist. Rotor.	65	44	32623915	6010627	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA REpower/Jacobs MD 70 - 1,5 MW	2001	1500 kW Nennleist. Rotor.	65	70	32624909	6009921	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA Enercon E 70 E4 - 2,3 MW	2013	2300 kW Nennleist. Rotor.	64	71	32624117	6010053	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA Enercon E 70 E4 - 2300 kW	2013	2300 kW Nennleist. Rotor.	64	71	32624080	6010286	in Betrieb
Ostholstein	Lensahn	0001 - 1 WKA Enercon E 70 E4 - 2300 kW	2013	2300 kW Nennleist. Rotor.	64	71	32624010	6010476	in Betrieb
Ostholstein	Lensahn	0004 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620366	6012843	im Gen.Verf.
Ostholstein	Lensahn	0002 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620382	6013713	im Gen.Verf.
Ostholstein	Lensahn	0001 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620179	6013924	im Gen.Verf.
Ostholstein	Lensahn	0007 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620581	6012301	im Gen.Verf.
Ostholstein	Lensahn	0005 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620496	6013135	im Gen.Verf.
Ostholstein	Lensahn	0009 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32621040	6013226	im Gen.Verf.
Ostholstein	Lensahn	0010 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32621164	6012964	im Gen.Verf.
Ostholstein	Lensahn	0003 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620467	6013436	im Gen.Verf.
Ostholstein	Lensahn	0008 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620880	6013507	im Gen.Verf.
Ostholstein	Lensahn	0011 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32621247	6012559	im Gen.Verf.
Ostholstein	Lensahn	0006 - 1 WKA Siemens SWT-3.0-113		3000 kW Nennleist. Rotor.	93	113	32620368	6012501	im Gen.Verf.
Ostholstein	Malente	0001 - 1 WKA Enercon E 33 - 300 kW	1993	300 kW Nennleist. Rotor.	34	33	32606850	6008457	in Betrieb
Ostholstein	Neukirchen	0001 - 1 WKA Enercon E 40 - 500 kW	1995	500 kW Nennleist. Rotor.	48	40	32628871	6021722	in Betrieb
Ostholstein	Neukirchen	0002 - 1 WKA Enercon E 40 - 500 kW	1995	500 kW Nennleist. Rotor.	63	40	32628917	6021512	in Betrieb
Ostholstein	Neukirchen	0010 - 1 WKA Senvion 4.2M140 - 4,2 MW		4200 kW Nennleist. Rotor.	110	140	32630599	6023345	im Gen.Verf.
Ostholstein	Neukirchen	0005 - 1 WKA Enercon E-70 E 4 - 2,3 MW		2300 kW Nennleist. Rotor.	64	71	32631036	6023376	im Gen.Verf.
Ostholstein	Neukirchen	0004 - 1 WKA Enercon E-70 E 4 - 2,3 MW	2012	2300 kW Nennleist. Rotor.	64	71	32630674	6022805	in Betrieb
Ostholstein	Neukirchen	0003 - 1 WKA Enercon E-70 E 4 - 2,3 MW	2007	2300 kW Nennleist. Rotor.	64	71	32631144	6022983	in Betrieb
Ostholstein	Neukirchen	0008 - 1 WKA Enercon E-70 E 4 - 2,3 MW		2300 kW Nennleist. Rotor.	64	71	32631556	6023005	im Gen.Verf.
Ostholstein	Neukirchen	0007 - 1 WKA Enercon E-70 E 4 - 2,3 MW		2300 kW Nennleist. Rotor.	64	71	32631540	6023321	im Gen.Verf.
Ostholstein	Neukirchen	0011 - 1 WKA Senvion 4.2M140 - 4,2 MW		4200 kW Nennleist. Rotor.	110	140	32631083	6023372	im Gen.Verf.
Ostholstein	Neukirchen	0013 - 1 WKA Senvion 4.2M140 - 4,2 MW		4200 kW Nennleist. Rotor.	110	140	32631525	6023057	im Gen.Verf.
Ostholstein	Neukirchen	0002 - 1 WKA Vestas V 66 - 1,65 MW	1999	1650 kW Nennleist. Rotor.	67	66	32630964	6022444	in Betrieb
Ostholstein	Neukirchen	0006 - 1 WKA Enercon E-70 E 4 - 2,3 MW		2300 kW Nennleist. Rotor.	64	71	32631466	6023629	im Gen.Verf.
Ostholstein	Neukirchen	0012 - 1 WKA Senvion 4.2M140 - 4,2 MW		4200 kW Nennleist. Rotor.	110	140	32631554	6023494	im Gen.Verf.
Ostholstein	Neukirchen	0001 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32633368	6023190	in Betrieb
Ostholstein	Neukirchen	0002 - 1 WKA Enercon E 40/5.40 - 500 kW	1995	500 kW Nennleist. Rotor.	48	40	32634048	6019669	in Betrieb
Ostholstein	Neukirchen	0001 - 1 WKA Enercon E 40/5.40 - 500 kW	1997	500 kW Nennleist. Rotor.	48	40	32634028	6019764	in Betrieb
Ostholstein	Neukirchen	0001 - 1 WKA Enercon E 70 E4 - 2,3 MW 	2007	2300 kW Nennleist. Rotor.	64	71	32630306	6023031	in Betrieb
Ostholstein	Neustadt in Holstein	0001 - 1 WKA DeWind 4-1 - 600 kW	1996	600 kW Nennleist. Rotor.	50	46	32617156	5995005	in Betrieb
Ostholstein	Ratekau	0004 - WKA 4		3000 kW Nennleist. Rotor.			32609744	5981980	im Gen.Verf.
Ostholstein	Ratekau	0005 - WKA 5		3000 kW Nennleist. Rotor.			32609873	5982388	im Gen.Verf.
Ostholstein	Ratekau	0009 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32617709	5978547	in Betrieb
Ostholstein	Ratekau	0006 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618007	5978764	in Betrieb
Ostholstein	Ratekau	0011 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32617780	5978126	in Betrieb
Ostholstein	Ratekau	0012 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618059	5978391	in Betrieb
Ostholstein	Ratekau	0014 - 1 WKA Vestas V 66 - 1,65 MW	2002	1650 kW Nennleist. Rotor.	67	66	32618329	5979588	in Betrieb
Ostholstein	Ratekau	0013 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618095	5978200	in Betrieb
Ostholstein	Ratekau	0010 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32617755	5978337	in Betrieb
Ostholstein	Ratekau	0007 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32617992	5978583	in Betrieb
Ostholstein	Ratekau	0005 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32617989	5978943	in Betrieb
Ostholstein	Ratekau	0004 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618018	5979305	in Betrieb
Ostholstein	Ratekau	0002 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618268	5978765	in Betrieb
Ostholstein	Ratekau	0003 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618354	5978493	in Betrieb
Ostholstein	Ratekau	0001 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32618257	5979065	in Betrieb
Ostholstein	Ratekau	0008 - 1 WKA Vestas V 44 - 600 kW	1996	600 kW Nennleist. Rotor.	53	44	32617721	5978723	in Betrieb
Ostholstein	Ratekau	0001 - 1 WKA Vestas 112-3.0 MW		3000 kW Nennleist. Rotor.	94	56	32613428	5983142	im Gen.Verf.
Ostholstein	Ratekau	0003 - 1 WKA Vestas 112-3.0 MW		3000 kW Nennleist. Rotor.	94	56	32613389	5982588	im Gen.Verf.
Ostholstein	Ratekau	0005 - 1 WKA Vestas 112-3.0 MW		3000 kW Nennleist. Rotor.	94	56	32613410	5981979	im Gen.Verf.
Ostholstein	Ratekau	0002 - 1 WKA Vestas 112-3.0 MW		3000 kW Nennleist. Rotor.	94	56	32613419	5982874	im Gen.Verf.
Ostholstein	Ratekau	0004 - 1 WKA Vestas 112-3.0 MW		3000 kW Nennleist. Rotor.	94	56	32613397	5982312	im Gen.Verf.
Ostholstein	Ratekau	0006 - 1 WKA Vestas 112-3.0 MW		3000 kW Nennleist. Rotor.	94	56	32613489	5981655	im Gen.Verf.
Ostholstein	Ratekau	0003 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32618097	5979349	im Gen.Verf.
Ostholstein	Ratekau	0005 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32617677	5978775	im Gen.Verf.
Ostholstein	Ratekau	0001 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32618316	5980143	im Gen.Verf.
Ostholstein	Ratekau	0002 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32618244	5979750	im Gen.Verf.
Ostholstein	Ratekau	0009 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32617960	5978126	im Gen.Verf.
Ostholstein	Ratekau	0006 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32618258	5978933	im Gen.Verf.
Ostholstein	Ratekau	0007 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32617770	5978482	im Gen.Verf.
Ostholstein	Ratekau	0008 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32618277	5978483	im Gen.Verf.
Ostholstein	Ratekau	0004 - 1 WKA Nordex N117 - 3 MW		3000 kW Nennleist. Rotor.	91	117	32618518	5979500	im Gen.Verf.
Ostholstein	Riepsdorf	0005 - 1 WKA Vestas V 47 - 660 kW	2000	660 kW Nennleist. Rotor.	65	47	32627011	6010876	in Betrieb
Ostholstein	Riepsdorf	0001 - 1 WKA Vestas V 47 - 660 kW	2000	660 kW Nennleist. Rotor.	65	47	32626602	6011870	in Betrieb
